assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,25,25,0,167473,0,0,0,0,0,0,3,0,-0.2,0,José,0,0,0,0,72,FALSE,0,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.482611Z,55,0,0,0,167473.jpg,0,0,0,Izquierdo,0,FALSE,,d,3,36,0,0,9885,1,9895,1,0,0,Izquierdo,0
0,0,0,0,0,0,178173,0,0,-1,1,0,0,2,0,0,0,Matthew,0,0,0,0,73,FALSE,0,0,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,44,0,0,0,178173.jpg,0,0,0,Clarke,0,FALSE,,n,3,36,0,0,265,0,562,1,0,0,Clarke,0
0,0,145,100,100,2,198869,-1,1,-1,1,35,0,2,2.5,1.5,1,Ben,2.5,16,0,18.9,74,FALSE,142.2,888,,2020-09-14T21:30:11.221083Z,44,0,0,0,198869.jpg,2.1,0,0,White,1.2,FALSE,,a,3,36,10,21,51027,166,81023,158,0.6,4.8,White,2
0,0,3,,,0,209362,0,0,-1,1,1.1,0,2,0.2,-0.8,0,Bernardo,0.2,1,0,0.7,75,FALSE,4.2,25,,,39,0,0,0,209362.jpg,1,0,0,Fernandes da Silva Junior,8.5,FALSE,,a,3,36,2,1,229610,1021,503073,1148,0.1,0.3,Bernardo,0
0,2,102,100,100,2,227127,0,0,0,0,42.7,0,3,1.8,0.8,2,Yves,1.8,13,1,21.7,76,FALSE,105.4,808,,2020-09-20T15:30:14.517426Z,45,0,0,0,227127.jpg,2.3,1,0,Bissouma,3.4,FALSE,,a,3,36,71,21,235400,523,286990,637,0.4,4.7,Bissouma,3
3,2,122,100,0,1,232792,0,0,3,-3,148,0,2,3.5,0,0,Tariq,3.5,13,1,43.2,77,FALSE,137.2,720,,2020-11-21T17:30:17.936878Z,48,0,0,0,232792.jpg,3.1,1,0,Lamptey,10.9,FALSE,,a,3,36,146,28,1079036,595,508039,5179,0.7,5.8,Lamptey,2
1,2,49,100,100,1,233425,0,0,-2,2,34.3,0,4,0.8,-0.2,2,Aaron,0.8,8,1,15.9,78,FALSE,56.4,350,,2020-11-12T11:30:19.968020Z,53,0,0,0,233425.jpg,2.9,0,0,Connolly,0.4,FALSE,,a,3,36,69,20,63183,105,78715,156,0.2,3.8,Connolly,0
0,0,59,,,1,235382,0,0,0,0,89.8,0,3,0,-1,0,Steven,0,11,0,16.1,79,FALSE,48,350,,,45,0,0,0,235382.jpg,1.8,0,0,Alzate,0.8,FALSE,,a,3,36,23,9,113561,19,93350,277,0,2,Alzate,1
0,3,29,0,0,0,243016,0,0,-2,2,2.7,0,3,0,0,0,Alexis,0.2,1,1,5.3,80,FALSE,43.4,43,Illness - Expected back 07 Dec,2020-11-19T15:00:18.921678Z,53,0,0,0,243016.jpg,3.7,0,0,Mac Allister,0,FALSE,,i,3,36,7,11,2401,1,4687,15,0,2.1,Mac Allister,0
0,0,0,75,75,0,108813,0,0,0,0,0,0,1,0,-0.8,0,Christian,0,0,0,0,503,FALSE,0,0,Lack of match fitness - 75% chance of playing,2020-09-12T09:00:11.155698Z,40,0,0,0,108813.jpg,0,0,0,Walton,1.1,FALSE,,d,3,36,0,0,19822,36,52890,93,0,0,Walton,0
0,0,0,,,0,49262,0,0,0,0,0,0,1,0,-1,0,Jason,0,0,0,0,528,FALSE,0,0,,,40,0,0,0,49262.jpg,0,0,0,Steele,0.8,FALSE,,a,3,36,0,0,67186,76,22414,93,0,0,Steele,0
0,0,3,,,0,220738,0,0,0,0,0,0,3,0.2,-0.8,0,Jayson,0.2,0,0,0,550,FALSE,0,1,,,45,0,0,0,220738.jpg,1,0,0,Molumby,0,FALSE,,a,3,36,0,1,1509,3,983,7,0,0.2,Molumby,0
0,0,0,,,0,204676,0,0,0,0,0,0,4,0,-1,0,Andi,0,0,0,0,574,FALSE,0,0,,,50,0,0,0,204676.jpg,0,0,0,Zeqiri,0,FALSE,,a,3,36,0,0,2373,17,1747,16,0,0,Zeqiri,0
1,3,61,100,100,1,50175,0,0,0,0,48,1,4,4.2,3.2,5,Danny,4.2,2,1,20.2,588,FALSE,53.6,281,,2020-10-22T16:00:16.226922Z,55,0,0,0,50175.jpg,4.2,0,0,Welbeck,0.2,FALSE,,a,3,36,100,17,16934,708,3943,125,0.8,3.1,Welbeck,0
0,0,12,,,0,215059,0,0,-1,1,0,0,1,0.2,-0.8,0,Robert,0.2,2,0,1.9,597,FALSE,19,90,,,44,0,0,0,215059.jpg,1,0,2,Sánchez,0,FALSE,,a,3,36,0,1,1901,29,933,8,0,0.2,Sánchez,0
0,0,27,25,25,0,40845,0,0,-2,2,7.3,0,3,-0.1,-0.3,0,Dale,0.2,4,0,5.3,55,FALSE,23.8,202,Hamstring injury - 25% chance of playing,2020-11-06T20:30:19.624560Z,43,0,0,0,40845.jpg,1.7,0,0,Stephens,5.8,FALSE,,d,4,90,21,5,226936,743,704290,1560,0,1.2,Stephens,0
0,0,92,100,100,3,17761,0,0,-1,1,32.7,0,2,3,2,1,James,3.5,8,0,23.2,81,FALSE,111.2,549,,2020-09-17T22:00:10.017429Z,54,0,0,0,17761.jpg,3.1,0,0,Tarkowski,2.4,FALSE,,a,4,90,87,22,37971,167,259321,210,0.6,4.1,Tarkowski,1
0,0,24,100,100,0,17997,0,0,0,0,12.9,0,2,-0.5,-1.5,0,Phil,0,8,0,5.1,82,FALSE,31.4,270,,2020-11-06T20:30:19.732678Z,45,0,0,0,17997.jpg,0.3,0,0,Bardsley,0.2,FALSE,,a,4,90,6,1,10632,8,34533,42,0,0.2,Bardsley,2
0,0,20,100,100,1,39487,0,0,-2,2,2,0,2,-0.3,-1.3,0,Erik,0.2,3,0,2.6,83,FALSE,7.6,146,,2020-10-22T13:30:13.791092Z,43,1,0,0,39487.jpg,1.7,0,0,Pieters,0.3,FALSE,,a,4,90,17,5,18525,13,83197,38,0,1.2,Pieters,0
0,0,0,0,0,0,40145,0,0,0,0,0,0,3,0,0,0,Jack,0,0,0,0,84,FALSE,0,0,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,50,0,0,0,40145.jpg,0,0,0,Cork,0,FALSE,,i,4,90,0,0,10054,3,10608,0,0,0,Cork,0
0,1,76,100,100,1,41674,-1,1,-1,1,11.5,0,2,-0.5,-1.5,0,Kevin,0,12,0,12.2,85,FALSE,94.2,540,,2020-10-12T20:30:21.362818Z,44,0,0,0,41674.jpg,1.8,0,0,Long,0.2,FALSE,,a,4,90,16,11,9527,22,12838,45,0,2.5,Long,2
1,0,34,100,100,1,44683,0,0,-2,2,35.8,0,4,1.3,0.3,1,Jay,1.8,6,0,11.7,86,FALSE,21.6,252,,2020-09-24T00:00:15.736033Z,58,0,0,0,44683.jpg,1.4,0,0,Rodriguez,0.3,FALSE,,a,4,90,59,10,9213,27,47634,32,0.3,1.7,Rodriguez,2
0,0,8,100,100,2,44699,0,0,0,0,78,0,4,0.7,-0.3,1,Ashley,1.2,8,0,21.4,87,FALSE,20.2,390,,2020-09-07T00:30:12.603985Z,60,0,0,0,44699.jpg,1.7,0,0,Barnes,0.1,FALSE,,a,4,90,117,10,7812,25,12206,38,0.2,1.7,Barnes,1
0,2,55,100,100,2,51927,0,0,-1,1,0.1,0,2,3.3,2.3,1,Ben,3.8,1,0,5.2,88,FALSE,47.8,189,,2020-09-07T00:30:12.617922Z,49,0,0,0,51927.jpg,5,0,0,Mee,0.2,FALSE,,a,4,90,4,15,6182,131,20784,33,0.8,3.1,Mee,0
0,1,124,,,3,60551,0,0,-2,2,130.6,0,3,1.7,0.7,1,Ashley,2.2,13,1,30.2,89,FALSE,118.4,729,,,53,0,0,0,60551.jpg,2.8,0,0,Westwood,0.5,FALSE,,a,4,90,53,25,11382,39,42995,102,0.4,4.7,Westwood,1
0,0,26,100,100,2,60586,0,0,-1,1,32,0,3,0.3,-0.7,0,Johann Berg,0.8,2,0,7.1,90,FALSE,14.4,239,,2020-11-19T14:30:26.413264Z,54,0,0,0,60586.jpg,2.2,0,0,Gudmundsson,0,FALSE,,a,4,90,24,9,10160,1,14067,3,0.1,1.7,Gudmundsson,0
0,2,58,,,3,60689,0,0,-3,3,47.6,0,4,2.7,1.7,1,Chris,3.2,13,2,38.1,91,FALSE,93.4,722,,,62,0,0,0,60689.jpg,3,0,0,Wood,0.9,FALSE,,a,4,90,246,27,85547,78,178346,217,0.5,4.4,Wood,0
0,0,73,100,100,2,68983,0,0,-1,1,23,0,2,2.7,1.7,1,Matthew,3.2,5,0,7.4,92,FALSE,49.4,369,,2020-09-30T20:00:20.120303Z,44,0,0,0,68983.jpg,3,0,0,Lowton,0.1,FALSE,,a,4,90,1,15,4018,30,8616,17,0.7,3.4,Lowton,1
0,0,18,,,0,81183,0,0,-1,1,27.4,0,4,-0.3,-1.3,0,Matej,0.2,2,0,10.4,93,FALSE,9.6,130,,,49,0,0,0,81183.jpg,1.2,0,0,Vydra,0.6,FALSE,,a,4,90,67,6,66568,70,79773,182,0,1.2,Vydra,0
0,0,0,0,0,0,83312,0,0,-1,1,0,0,2,0,0,0,Ben,0,0,0,0,94,FALSE,0,0,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,39,0,0,0,83312.jpg,0,0,0,Gibson,0.2,FALSE,,n,4,90,0,0,4268,22,14560,24,0,0,Gibson,0
0,0,27,25,25,1,90517,0,0,0,0,5.8,0,3,0.2,-0.1,0,Robbie,1.2,1,0,5.3,95,FALSE,23.8,183,Hamstring injury - 25% chance of playing,2020-11-23T20:00:20.625483Z,50,0,0,0,90517.jpg,1.4,0,0,Brady,0,FALSE,,d,4,90,23,7,1247,2,4151,11,0.2,1.4,Brady,0
0,8,156,25,25,3,98747,0,0,-1,1,0,1,1,1.2,1,0,Nick,5.5,12,0,20.3,96,FALSE,203.4,720,Head injury - 25% chance of playing,2020-11-26T14:00:20.660503Z,54,0,0,0,98747.jpg,4.9,0,27,Pope,9.9,FALSE,,d,4,90,0,39,156105,82,566192,5037,1,7.2,Pope,0
1,3,149,100,100,3,103914,0,0,-1,1,82.5,0,2,3.7,2.7,1,Charlie,4.2,13,0,23,97,FALSE,136.8,729,,2020-11-19T15:00:18.987975Z,44,0,0,0,103914.jpg,3.3,0,0,Taylor,3,FALSE,,a,4,90,11,30,152162,1120,257548,311,1,6.8,Taylor,1
0,0,104,,,3,172782,0,0,0,0,94,0,3,1.5,0.5,0,Josh,2,12,0,23.8,98,FALSE,88.8,720,,,50,0,0,0,172782.jpg,2.2,0,0,Brownhill,0,FALSE,,a,4,90,55,18,2801,14,3208,15,0.4,3.6,Brownhill,1
0,0,3,100,100,0,220037,0,0,0,0,0,0,1,-0.3,-1.3,1,Bailey,0.2,1,0,0,99,FALSE,0,9,,2020-10-15T09:00:16.232697Z,40,0,0,0,220037.jpg,1,0,0,Peacock-Farrell,1.5,FALSE,,a,4,90,0,1,44697,242,37033,76,0,0.2,Peacock-Farrell,0
1,0,102,,,3,433154,0,0,-2,2,179,0,3,1.7,0.7,1,Dwight,2.2,13,0,32.7,100,FALSE,107,729,,,58,0,0,0,433154.jpg,2.4,0,0,McNeil,0.4,FALSE,,a,4,90,40,22,16215,28,48563,79,0.4,3.8,McNeil,1
0,0,35,,,0,218023,0,0,0,0,21.2,0,2,-0.5,-1.5,0,Jimmy,0,5,1,12.6,519,FALSE,66.2,180,,,40,0,0,0,218023.jpg,4,0,0,Dunne,6.3,FALSE,,a,4,90,38,8,741155,593,376544,1778,0,2,Dunne,0
0,0,0,,,0,461102,0,0,0,0,0,0,2,-0.5,-1.5,0,Bobby,0,0,0,0,520,FALSE,0,0,,,40,0,0,0,461102.jpg,0,0,0,Thomas,0.6,FALSE,,a,4,90,0,0,24429,16,23076,50,0,0,Thomas,0
0,0,3,,,0,217401,0,0,0,0,0,0,3,-0.3,-1.3,1,Josh,0.2,1,0,0,535,FALSE,0,9,,,45,0,0,0,217401.jpg,1,0,0,Benson,0,FALSE,,a,4,90,0,1,1648,8,1097,5,0,0.2,Benson,0
0,0,0,,,0,195471,0,0,0,0,0,0,2,-0.5,-1.5,0,Anthony,0,0,0,0,536,FALSE,0,0,,,40,0,0,0,195471.jpg,0,0,0,Driscoll-Glennon,0.1,FALSE,,a,4,90,0,0,3385,7,2789,9,0,0,Driscoll-Glennon,0
0,0,0,,,0,195064,0,0,0,0,0,0,3,-0.5,-1.5,0,Mace,0,0,0,0,551,FALSE,0,0,,,45,0,0,0,195064.jpg,0,0,0,Goodridge,0,FALSE,,a,4,90,0,0,632,6,447,2,0,0,Goodridge,0
0,0,0,,,0,168399,0,0,0,0,0,0,1,-0.5,-1.5,0,Will,0,0,0,0,583,FALSE,0,0,,,40,0,0,0,168399.jpg,0,0,0,Norris,0.1,FALSE,,a,4,90,0,0,7045,44,2092,10,0,0,Norris,0
0,0,0,,,0,461450,0,0,0,0,0,0,4,-0.5,-1.5,0,Max,0,0,0,0,591,FALSE,0,0,,,45,0,0,0,461450.jpg,0,0,0,Thompson,0,FALSE,,a,4,90,0,0,2803,51,1160,32,0,0,Thompson,0
0,0,0,,,0,461096,0,0,0,0,0,0,4,-0.5,-1.5,0,Lewis,0,0,0,0,592,FALSE,0,0,,,45,0,0,0,461096.jpg,0,0,0,Richardson,0,FALSE,,a,4,90,0,0,3119,58,1194,35,0,0,Richardson,0
0,0,7,,,0,20310,0,0,-3,3,0,0,1,0.5,0,0,Willy,0,3,0,0.4,101,FALSE,4.2,90,,,47,0,0,0,20310.jpg,1,0,0,Caballero,0.2,FALSE,,a,5,8,0,1,4714,5,17681,31,0,0.2,Caballero,0
1,0,72,,,2,41328,0,0,-2,2,39.2,0,2,0.5,0,0,César,0,3,0,14.4,102,FALSE,71.8,320,,,58,0,0,0,41328.jpg,3.4,0,0,Azpilicueta,3.2,FALSE,,a,5,8,33,17,75385,156,376139,760,0,2.9,Azpilicueta,1
0,0,10,,,0,44346,0,0,-3,3,3.9,0,4,1.3,0.8,0,Olivier,0.8,0,0,1.3,103,FALSE,3,36,,,67,0,0,0,44346.jpg,1,0,0,Giroud,0.6,FALSE,,a,5,8,6,4,13020,44,71972,92,0.1,0.6,Giroud,0
0,0,36,,,0,82263,0,0,-3,3,28.1,0,2,0.5,0,0,Marcos,0,6,0,8.5,104,FALSE,37,225,,,57,0,0,0,82263.jpg,0.7,0,0,Alonso,1.6,FALSE,,a,5,8,20,2,37798,60,176124,241,0,0.4,Alonso,1
2,4,134,100,100,2,85955,0,0,1,-1,65,2,3,1,0.5,0,Jorge Luiz,0.5,6,3,31.8,105,FALSE,175.2,455,,2020-09-14T21:30:11.281378Z,51,0,1,0,85955.jpg,5.3,0,0,Frello Filho,8.6,FALSE,,a,5,8,77,37,1207256,1057,876843,5589,0.1,7.3,Jorginho,0
1,0,64,100,100,1,91651,0,0,-2,2,73,0,3,2.5,2,0,Mateo,2,6,0,14.8,107,FALSE,49.2,290,,2020-11-07T22:30:21.934477Z,53,0,0,0,91651.jpg,2.4,0,0,Kovacic,0.3,FALSE,,a,5,8,26,12,21842,60,28012,58,0.4,2.3,Kovacic,0
0,0,25,,,1,102380,0,0,-5,5,1.3,0,2,2,1.5,0,Antonio,1.5,0,0,2.7,109,FALSE,25.4,90,,,45,0,0,0,102380.jpg,6,0,0,Rüdiger,0.7,FALSE,,a,5,8,0,6,22155,111,130375,85,0.3,1.3,Rüdiger,0
0,6,200,,,4,103192,0,0,5,-5,17.9,3,2,6,5.5,0,Kurt,5.5,7,3,37.3,110,TRUE,253.8,720,,,55,0,0,0,103192.jpg,6.8,0,0,Zouma,19.6,FALSE,,a,5,8,101,54,1513459,12468,250881,1237,1,9.8,Zouma,0
0,0,5,,,0,109533,0,0,-2,2,0.7,0,2,0.7,0.2,0,Emerson,0.2,0,0,0.7,111,FALSE,6.2,8,,,48,0,0,0,109533.jpg,1,0,0,Palmieri dos Santos,0.1,FALSE,,a,5,8,0,1,2852,12,10545,17,0,0.2,Emerson,0
0,0,40,100,100,0,109745,0,0,-2,2,0,0,1,0.5,0,0,Kepa,0,6,0,5,112,FALSE,50.8,270,,2020-10-23T13:00:21.237423Z,48,0,0,0,109745.jpg,2,0,8,Arrizabalaga,0.7,FALSE,,a,5,8,0,6,43361,11,157775,110,0,1.2,Arrizabalaga,0
1,0,142,100,100,4,116594,0,0,-1,1,74.9,0,3,3.3,2.8,0,N'Golo,2.8,10,0,24.7,113,FALSE,151.6,802,,2020-10-03T16:30:19.172004Z,49,0,0,0,116594.jpg,2.7,0,0,Kanté,3.4,FALSE,,a,5,8,19,24,147649,906,259798,713,0.6,4.9,Kanté,1
3,6,97,100,100,2,124183,0,0,3,-3,149.7,2,3,7.5,7,0,Hakim,7,2,1,30,114,FALSE,112.4,275,,2020-08-29T17:30:07.487245Z,83,0,0,0,124183.jpg,6,0,0,Ziyech,18.7,FALSE,,a,5,8,37,30,1481133,8120,274934,2856,0.8,3.6,Ziyech,0
0,0,41,,,0,135363,0,0,-2,2,4.1,0,2,0.5,0,0,Andreas,0,9,0,9.5,116,FALSE,70,315,,,48,0,0,0,135363.jpg,0,1,0,Christensen,0.2,FALSE,,a,5,8,20,0,8492,24,21132,46,0,0,Christensen,1
3,5,185,100,100,4,165153,0,0,0,0,114.4,1,4,5.3,4.8,0,Timo,4.8,9,4,68.1,117,FALSE,212.2,770,,2020-09-15T00:00:14.393762Z,95,0,0,0,165153.jpg,5.3,0,0,Werner,23.3,FALSE,,a,5,8,354,48,1172100,2351,2684010,3181,0.5,5.1,Werner,0
2,5,125,,,3,173879,0,0,-3,3,103.9,0,4,6,5.5,0,Tammy,5.5,5,3,54.4,118,FALSE,154.2,467,,,72,0,0,0,173879.jpg,4.5,0,0,Abraham,2.6,FALSE,,a,5,8,284,36,116306,1170,250407,394,0.8,5,Abraham,0
0,0,20,100,100,1,176413,0,0,-3,3,14.1,0,3,0.5,0,0,Christian,0,2,0,11.3,119,FALSE,26.4,173,,2020-10-31T18:00:12.906132Z,82,0,0,0,176413.jpg,2,0,0,Pulisic,1.7,FALSE,,a,5,8,72,6,260833,220,862223,193,0,0.7,Pulisic,0
3,2,141,,,2,184341,0,0,-2,2,212.2,1,3,4,3.5,0,Mason,3.5,9,1,58.7,120,FALSE,158.4,629,,,68,0,0,0,184341.jpg,4.1,0,0,Mount,4.6,FALSE,,a,5,8,216,33,320894,1135,587400,843,0.5,4.9,Mount,0
0,0,8,,,0,194794,0,0,-3,3,0.1,0,2,0.5,0,0,Fikayo,0,2,0,2.7,121,FALSE,26.6,45,,,47,0,0,0,194794.jpg,0,0,0,Tomori,0.2,FALSE,,a,5,8,0,0,6570,23,20837,34,0,0,Tomori,0
0,0,50,,,1,209046,0,0,-3,3,72.6,0,3,1,0.5,0,Callum,0.5,0,1,18.7,122,FALSE,49.6,168,,,57,0,0,0,209046.jpg,2.4,0,0,Hudson-Odoi,0.3,FALSE,,a,5,8,65,12,22686,46,42456,69,0.1,2.1,Hudson-Odoi,0
1,8,186,,,3,225796,0,0,1,-1,172.3,2,2,4.5,4,0,Reece,4,8,1,44.5,123,FALSE,194.6,633,,,51,0,0,0,225796.jpg,5.1,0,0,James,13.1,FALSE,,a,5,8,76,41,1247235,5095,839516,953,0.8,8,James,1
0,0,0,100,100,0,243568,0,0,-1,1,0,0,3,0.5,0,0,Billy,0,0,0,0,124,FALSE,0,0,,2020-08-15T10:00:11.591471Z,44,0,0,0,243568.jpg,0,0,0,Gilmour,0.1,FALSE,,a,5,8,0,0,3532,33,8875,21,0,0,Gilmour,0
2,4,186,100,100,4,172850,0,0,6,-6,189.1,1,2,5.7,5.2,0,Benjamin,5.2,4,2,53.6,232,TRUE,213,531,,2020-11-15T22:30:17.770174Z,61,0,0,0,172850.jpg,8,0,0,Chilwell,33,FALSE,,a,5,8,133,48,2554530,18665,321494,1026,0.9,7.9,Chilwell,1
0,1,124,100,100,3,51090,0,0,0,0,18,0,2,4,3.5,0,Thiago,3.5,4,1,23,490,FALSE,159.6,432,,2020-11-19T14:30:27.680277Z,55,0,0,0,51090.jpg,5.6,0,0,Thiago,3.2,FALSE,,a,5,8,52,28,205908,1343,220647,435,0.6,5.1,Thiago Silva,0
2,0,92,100,100,3,219847,0,0,-2,2,126.4,0,3,1.3,0.8,0,Kai,0.8,7,1,32,500,FALSE,109,550,,2020-11-04T19:30:18.058353Z,83,0,0,0,219847.jpg,3.7,0,0,Havertz,3.6,FALSE,,a,5,8,84,26,518471,384,1167786,824,0.1,3.1,Havertz,1
0,0,110,100,100,4,228286,0,0,1,-1,0,0,1,4,3.5,0,Edouard,3.5,1,0,5.8,548,FALSE,57.6,450,,2020-10-09T00:00:14.848511Z,51,0,0,0,228286.jpg,5.4,0,7,Mendy,7,FALSE,,a,5,8,0,27,587615,3883,148334,623,0.7,5.3,Mendy,0
0,0,0,,,0,431019,0,0,0,0,0,0,1,0.5,0,0,Karlo,0,0,0,0,593,FALSE,0,0,,,40,0,0,0,431019.jpg,0,0,0,Ziger,0.2,FALSE,,a,5,8,0,0,12776,210,2462,59,0,0,Ziger,0
2,0,35,100,100,1,94245,0,0,-2,2,46.7,0,4,1.7,1.2,1,Michy,1.2,6,0,22.5,108,FALSE,44.4,377,,2020-09-27T12:30:10.890923Z,58,0,0,0,94245.jpg,2.4,0,0,Batshuayi,0.8,FALSE,,a,6,31,135,17,50234,57,148480,507,0.2,2.9,Batshuayi,0
0,0,25,100,100,0,19419,0,0,0,0,0.6,0,2,0.7,0.2,1,Gary,0.2,3,0,4,125,FALSE,37.2,180,,2020-10-18T23:00:21.692108Z,45,0,0,0,19419.jpg,1.5,0,0,Cahill,0.1,FALSE,,a,6,31,2,3,6781,79,6899,35,0,0.7,Cahill,0
0,0,0,0,0,0,20066,0,0,-1,1,0,0,1,0,0,0,Wayne,0,0,0,0,126,FALSE,0,0,Muscle injury - Unknown return date,2020-10-15T01:00:16.946989Z,44,0,0,0,20066.jpg,0,0,0,Hennessey,0.4,FALSE,,i,6,31,0,0,6126,2,36202,125,0,0,Hennessey,0
0,0,33,100,100,0,40784,0,0,0,0,1.6,0,2,0.5,0,0,Mamadou,0,8,0,4.5,127,FALSE,36.6,275,,2020-08-15T10:00:11.633422Z,45,0,0,0,40784.jpg,1,0,0,Sakho,0.3,FALSE,,a,6,31,6,4,24094,36,19323,107,0,0.9,Sakho,0
0,3,153,,,1,40836,0,0,0,0,0,1,1,2.7,2.2,2,Vicente,2.2,15,0,20.8,128,FALSE,208.4,900,,,50,0,0,0,40836.jpg,2.6,0,30,Guaita,3.9,FALSE,,a,6,31,0,26,312439,110,254672,2001,0.4,5.2,Guaita,2
0,0,0,100,100,0,49413,0,0,0,0,0,0,2,0.5,0,0,James,0,0,0,0,129,FALSE,0,0,,2020-11-06T15:00:15.437586Z,45,0,0,0,49413.jpg,0,0,0,Tomkins,0,FALSE,,a,6,31,0,0,1375,5,1307,12,0,0,Tomkins,0
0,0,77,,,2,50471,0,0,-2,2,96.8,0,3,2.3,1.8,3,James,1.8,8,0,24.4,130,FALSE,117.2,689,,,53,0,0,0,50471.jpg,2,0,0,McArthur,0.1,FALSE,,a,6,31,30,16,3938,13,12589,23,0.3,3,McArthur,2
0,0,47,100,100,1,50472,0,0,0,0,25,0,3,0.7,0.2,0,James,0.2,5,0,8.5,131,FALSE,52.2,329,,2020-10-14T10:00:21.275991Z,45,0,0,0,50472.jpg,1.8,0,0,McCarthy,1.3,FALSE,,a,6,31,8,9,108074,54,190312,412,0,2,McCarthy,1
0,0,9,100,100,0,54861,0,0,0,0,2,0,4,1.5,1,1,Christian,1,3,0,9.2,132,FALSE,10.2,58,,2020-09-06T03:00:11.019701Z,55,0,0,0,54861.jpg,1,0,0,Benteke,0.2,FALSE,,a,6,31,80,6,18963,30,26320,56,0.2,1.1,Benteke,0
0,2,137,,,1,55037,0,0,0,0,51.2,0,3,2.5,2,2,Cheikhou,2,15,1,35.3,133,FALSE,186.8,900,,,50,0,0,0,55037.jpg,2.8,0,0,Kouyaté,0.6,FALSE,,a,6,31,114,28,68820,165,51842,267,0.4,5.6,Kouyaté,0
0,0,46,100,100,1,55494,0,0,-1,1,15.7,0,2,0.5,0,0,Joel,0,8,0,8.7,134,FALSE,66.8,450,,2020-10-29T14:30:19.985440Z,44,0,0,0,55494.jpg,1.8,0,0,Ward,0.9,FALSE,,a,6,31,4,9,57386,23,128522,290,0,2,Ward,2
0,0,0,,,0,58786,0,0,-3,3,0,0,2,0.5,0,0,Martin,0,0,0,0,135,FALSE,0,0,,,42,0,0,0,58786.jpg,0,0,0,Kelly,0.4,FALSE,,a,6,31,0,0,8352,51,62252,94,0,0,Kelly,0
0,0,0,0,0,0,59125,0,0,0,0,0,0,4,0,0,0,Connor,0,0,0,0,136,FALSE,0,0,Muscle injury - Unknown return date,2020-09-06T03:00:11.034332Z,45,0,0,0,59125.jpg,0,0,0,Wickham,0.6,FALSE,,i,6,31,0,0,30163,7,83959,114,0,0,Wickham,0
2,4,140,,,2,60252,0,0,-1,1,274.7,0,3,2.7,2.2,3,Andros,2.2,13,1,58.4,137,FALSE,207.6,837,,,59,0,0,0,60252.jpg,3.7,0,0,Townsend,2.3,FALSE,,a,6,31,101,37,367872,409,295492,1158,0.4,6.3,Townsend,0
0,0,32,100,0,0,66975,0,0,-4,4,49.5,0,3,0.3,0,0,Luka,-0.2,6,0,8.1,138,FALSE,30.8,223,,2020-10-30T23:00:17.434588Z,56,0,0,0,66975.jpg,0.8,1,0,Milivojevic,0.2,FALSE,,a,6,31,2,5,6085,7,55376,47,0,0.9,Milivojevic,0
1,0,61,100,100,0,74230,0,0,-1,1,70.5,0,2,2.5,2,1,Patrick,2,7,0,21.9,139,FALSE,65.8,378,,2020-08-15T10:00:11.682747Z,54,0,0,0,74230.jpg,1.8,0,0,van Aanholt,1,FALSE,,a,6,31,82,9,85174,419,24259,619,0.4,1.7,van Aanholt,1
1,2,62,100,100,2,80146,0,0,-3,3,37.7,0,4,3.7,3.2,2,Jordan,3.2,9,1,24.4,140,FALSE,71.8,584,,2020-10-18T17:30:11.950512Z,57,0,0,0,80146.jpg,3,0,0,Ayew,1.9,FALSE,,a,6,31,134,24,102220,256,415676,794,0.6,4.2,Ayew,0
2,8,144,25,0,1,82403,0,0,3,-3,162.8,2,3,0.5,0,0,Wilfried,1.5,12,5,75.3,141,FALSE,243.6,720,Illness - 25% chance of playing,2020-11-23T19:30:19.179983Z,73,0,0,0,82403.jpg,6.8,0,0,Zaha,18.9,FALSE,,d,6,31,346,54,2475993,465,1927153,39562,0.2,7.4,Zaha,2
1,1,61,100,100,4,86417,0,0,-1,1,67.1,0,3,1.7,1.2,1,Jeffrey,1.2,4,0,25,142,FALSE,84.6,512,,2020-09-27T22:00:12.368852Z,54,0,0,0,86417.jpg,2.5,0,0,Schlupp,0.1,FALSE,,a,6,31,98,20,9597,18,12791,29,0.2,3.7,Schlupp,2
0,0,0,,,0,141020,0,0,-2,2,0,0,3,0.5,0,0,Max,0,0,0,0,143,FALSE,0,0,,,48,0,0,0,141020.jpg,0,0,0,Meyer,0,FALSE,,a,6,31,0,0,1403,2,3566,11,0,0,Meyer,0
